ZPID,Address,City,State,Price,Monthly Rent,Monthly Tax,Monthly Cash Flow,ROI %,MLS ID
123598258,"410 Glover Ave, Enterprise, AL 36330","Enterprise",AL,129000,1104,32,299,27.8,557130
43496490,"3033 Dairy Ter NE, Palm Bay, FL 32905","Palm Bay",FL,172000,1490,114,395,27.55,1072204
461185096,"346 Highway 45 S, Bradford, TN 38316","Bradford",TN,139900,1207,61,320,27.49,2601169
2098996482,"1500 Hummingbird Ct APT 14, Pharr, TX 78577","Pharr",TX,140000,1408,263,319,27.35,479459
35959116,"3955 Demooney Rd, Atlanta, GA 30349","Atlanta",GA,199000,1846,282,452,27.28,7708678
93886515,"517 14th St, Onawa, IA 51040","Onawa",IA,162500,1491,188,368,27.2,832248
458699074,"43 Jake Rd, Thoreau, NM 87323","Thoreau",NM,99900,1001,143,225,27.05,20256789
230779248,"129 Mill Creek Dr, Weatherford, TX 76085","Weatherford",TX,349999,2841,164,786,26.94,21160230
457550130,"510 Don Ln, Itasca, TX 76055","Itasca",TX,239999,2018,121,537,26.85,21179379
453452664,"1610 E Rosebud Ave, Victoria, TX 77901","Victoria",TX,175000,1605,219,391,26.79,609646
13062571,"14806 E 2nd Ave Avenue #105G, Aurora, CO 80011","Aurora",CO,135000,1487,65,301,26.74,8313416
306610187,"345 Whitaker Ln, Grants Pass, OR 97527","Grants Pass",OR,184900,1524,74,406,26.37,220218090
47610398,"3313 Central Ave, Sarasota, FL 34234","Sarasota",FL,245000,2113,191,538,26.35,A4680153
69980031,"261 Green St, Warm Springs, GA 31830","Warm Springs",GA,189900,1671,187,416,26.31,10693450
26310689,"2823 Tillie, San Antonio, TX 78222","San Antonio",TX,159800,1297,25,350,26.3,1948120
97588053,"2066 DRY CREEK, Canyon Lake, TX 78133","Canyon Lake",TX,259000,2332,314,566,26.25,1949905
46872759,"137 W 34th Street, Riviera Beach, FL 33404","Riviera Beach",FL,345000,2831,212,752,26.16,R11163546
2098203082,"1500 Hummingbird Ct APT 1, Pharr, TX 78577","Pharr",TX,145000,1438,272,316,26.12,479280
101344699,"3008 W Flournoy St #3, Chicago, IL 60612","Chicago",IL,232999,2134,105,503,25.9,11892842
2067855906,"Lot#57 Twin Oaks Mountain Boulevard, Sparta, NC 28675","Sparta",NC,89500,895,45,193,25.86,260957
43014700,"4848 NW 24th Ct APT 232, Fort Lauderdale, FL 33313","Fort Lauderdale",FL,125000,1601,232,267,25.67,A11985575
78826142,"4311 Gordon St, Greenville, TX 75401","Greenville",TX,179000,1767,371,382,25.58,21118166
42354978,"1539 Brookside Dr, Germantown, TN 38138","Germantown",TN,450000,3725,397,954,25.43,10219390
46938182,"1034 Almeria Road, West Palm Beach, FL 33405","West Palm Beach",FL,650000,5232,414,1377,25.43,R11093144
73596453,"1332 Olive St, Louisville, KY 40211","Louisville",KY,110000,1028,113,233,25.43,1710777
74102361,"306 N Pleasant St, Jackson, MI 49202","Jackson",MI,126500,1094,65,267,25.36,26005457
49624719,"5500 McPherson Rd Unit 28, Laredo, TX 78041","Laredo",TX,154880,1294,69,326,25.29,20254202
2095975562,"Tbd Ripple Brook Dr, Bastrop, TX 78602","Bastrop",TX,140000,1298,179,293,25.12,6531824
22059986,"1607 N Beard Ave, Shawnee, OK 74804","Shawnee",OK,165000,1337,47,343,24.97,1222577
342062231,"123 Bluestem Dr, Elgin, TX 78621","Elgin",TX,202500,1927,258,420,24.92,1703349
249153705,"6155 Highway 56, Okmulgee, OK 74447","Okmulgee",OK,145000,1235,85,300,24.82,2609380
449874251,"120 S Landvale St, York Haven, PA 17370","York Haven",PA,157000,1431,199,324,24.73,PAYK2096792
2056258096,"222 Spring St, Taylorsville, MS 39168","Taylorsville",MS,179000,1450,69,367,24.57,146396
91853071,"88 Hanson Road, China, ME 04358","China",ME,397500,3250,317,813,24.54,1644487
193800794,"130 N Jab Dr, Zapata, TX 78076","Zapata",TX,350000,2907,300,716,24.53,20260051
29092350,"1119 E Cantey St, Fort Worth, TX 76104","Fort Worth",TX,154900,1402,188,316,24.49,21206973
43547723,"2144 Harbor Blvd, Pt Charlotte, FL 33952","Pt Charlotte",FL,299000,2342,89,609,24.42,2026016313
45478706,"13150 Kings Point Dr APT 15C, Fort Myers, FL 33919","Fort Myers",FL,125000,1453,107,252,24.18,2025016628
42797745,"14401 Front Beach Rd #423, Panama City Beach, FL 32413","Panama City Beach",FL,174900,1521,175,351,24.09,779059
263104,"1808 Green Acres Rd, Jacksonville, AR 72076","Jacksonville",AR,136500,1169,87,272,23.94,26010061
72829493,"2716 Forsyth Ln, Montgomery, AL 36116","Montgomery",AL,189900,1466,22,377,23.81,584802
92106207,"3609 McVay St SW, Huntsville, AL 35805","Huntsville",AL,140000,1152,48,278,23.8,21908373
19023186,"2216 Sierra Way, Weldon, CA 93283","Weldon",CA,375000,2894,142,741,23.7,2606698
2098987146,"1500 Hummingbird Ct APT 16, Pharr, TX 78577","Pharr",TX,145000,1408,272,286,23.63,479464
2101500493,"1500 Hummingbird Ct APT 5, Pharr, TX 78577","Pharr",TX,145000,1408,272,286,23.63,479438
87630687,"9902 S Thomas Dr Unit 1735, Panama City Beach, FL 32408","Panama City Beach",FL,239900,2112,282,471,23.55,773953
338197184,"132 Spanish Oak, Bandera, TX 78003","Bandera",TX,209000,1635,16,409,23.49,1864407
63686202,"642 Tulip Tree Ln, Cresco, PA 18326","Cresco",PA,295000,2687,210,577,23.46,PM-135880
19096936,"16292 19th Ave, Clearlake, CA 95422","Clearlake",CA,129000,1110,85,252,23.44,LC26070973
44126951,"1780 191st St APT 304-2, Miami, FL 33179","Miami",FL,169000,2147,179,330,23.44,A11934216
50647430,"1524 Virginia St, Lafayette, IN 47905","Lafayette",IN,145000,1267,136,280,23.18,202602676
80113729,"201 Masterson Rd APT 108, Laredo, TX 78046","Laredo",TX,109000,927,40,211,23.18,20255068
459960760,"703 Sun Land Cir, Dawson, TX 76639","Dawson",TX,180000,1562,200,343,22.86,16310990
26999587,"2512 Collingwood Dr, Farmers Branch, TX 75234","Farmers Branch",TX,220000,1895,214,418,22.79,21145252
77676681,"115 Breckenridge Loop, Lafayette, LA 70506","Lafayette",LA,275000,2300,225,522,22.77,2500000218
28803470,"1218 Stratton Dr, Corpus Christi, TX 78412","Corpus Christi",TX,199000,1756,267,377,22.74,466057
88295895,"2039 Ewald Cir, Detroit, MI 48238","Detroit",MI,119900,1017,61,227,22.67,20251055154
79189520,"530 Sterling St, Norfolk, VA 23505","Norfolk",VA,282282,2406,310,532,22.62,10625326
42197125,"3271 Seminole Rd, Memphis, TN 38111","Memphis",TN,109500,954,69,206,22.54,10215693
52087021,"2912 Edmond Ave, Waco, TX 76707","Waco",TX,175000,1478,157,325,22.29,21136577
81787158,"2400 Grandiflora Blvd Unit E407, Panama City Beach, FL 32408","Panama City Beach",FL,350000,2716,179,646,22.14,770861
81493887,"1501 Lafayette St, Valparaiso, IN 46383","Valparaiso",IN,230000,2222,488,423,22.05,836398
2098987141,"1500 Hummingbird Ct APT 20, Pharr, TX 78577","Pharr",TX,147500,1408,277,269,21.87,479466
348685112,"103 Big Bear Trl, Fawnskin, CA 92333","Fawnskin",CA,485000,3884,457,884,21.87,32600497
23789907,"444 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2437,482,420,21.77,25042850
82083410,"3000 Maingate Ln #506, Kissimmee, FL 34747","Kissimmee",FL,67000,1128,83,121,21.69,S5142491
52774148,"323 E 3rd St, San Juan, TX 78589","San Juan",TX,145000,1220,108,262,21.66,488697
48206687,"3676 SW 3rd St, Corvallis, OR 97333","Corvallis",OR,479900,3673,294,860,21.51,832379
75288046,"824 Calle Escondido, Eagle Pass, TX 78852","Eagle Pass",TX,199000,1493,25,356,21.5,79669
50337141,"5149 32nd St, Groves, TX 77619","Groves",TX,175000,1551,244,311,21.34,266659
102511019,"237 Charles Rd., Marion, SC 29571","Marion",SC,129900,1051,43,231,21.33,2601105
60522084,"81 Main St, Yorkana, PA 17406","Yorkana",PA,185000,1660,289,327,21.21,PAYK2097140
457736026,"1009 Nicklaus Dr #1009, Suffolk, VA 23435","Suffolk",VA,235000,2248,188,410,20.92,10607872
89485252,"2 Father Jogues Place, Ticonderoga, NY 12883","Ticonderoga",NY,149900,1324,189,261,20.91,202610381
72449648,"896 Orphanage Ave, Memphis, TN 38107","Memphis",TN,200000,1609,96,347,20.83,10212502
42346296,"4999 Tradewind Ter, Memphis, TN 38118","Memphis",TN,174900,1445,147,303,20.81,10214374
45903956,"14342 SE 45th Ct, Summerfield, FL 34491","Summerfield",FL,299900,2341,172,520,20.79,P4937617
2053556608,"8360 Chappell Hl, Beaumont, TX 77713","Beaumont",TX,485000,4114,732,839,20.76,263872
27494002,"9147 Mount Etna Dr, El Paso, TX 79924","El Paso",TX,176994,1397,88,304,20.58,926203
40794283,"2507 Hendon Rd, Soddy Daisy, TN 37379","Soddy Daisy",TN,231000,1786,78,392,20.39,1528378
369688,"5205 Highway 35, Benton, AR 72015","Benton",AR,149900,1174,46,254,20.35,26013364
42227520,"2104 Alta Vista Ave, Memphis, TN 38127","Memphis",TN,119900,1002,70,202,20.25,10214386
458783208,"680-550 Butte Creek Rd, Adin, CA 96006","Adin",CA,257000,2093,218,433,20.21,2906702
53658514,"1929 McGougan Rd, Fayetteville, NC 28303","Fayetteville",NC,149000,1322,201,251,20.21,756031
2098987142,"1500 Hummingbird Ct APT 21, Pharr, TX 78577","Pharr",TX,150000,1408,281,252,20.16,479469
2098987149,"1500 Hummingbird Ct APT 15, Pharr, TX 78577","Pharr",TX,150000,1408,281,252,20.16,479461
2098997284,"1500 Hummingbird Ct APT 10, Pharr, TX 78577","Pharr",TX,150000,1408,281,252,20.16,479450
2098997362,"1500 Hummingbird Ct APT 9, Pharr, TX 78577","Pharr",TX,150000,1408,281,252,20.16,479449
2101500490,"1500 Hummingbird Ct APT 7, Pharr, TX 78577","Pharr",TX,150000,1408,281,252,20.16,479446
2101500492,"1500 Hummingbird Ct APT 4, Pharr, TX 78577","Pharr",TX,150000,1408,281,252,20.16,479435
52093702,"3500 N 21st St, Waco, TX 76708","Waco",TX,160000,1555,364,268,20.14,21229283
74437803,"367 Bridgewater Dr, Newport News, VA 23603","Newport News",VA,187950,1895,223,315,20.1,10616630
78896062,"1628 Hamlin Ave, Wichita Falls, TX 76301","Wichita Falls",TX,105000,959,127,175,19.95,178588
26132650,"2236 Schley, San Antonio, TX 78210","San Antonio",TX,139000,1296,244,230,19.89,1877898
78828998,"1908 Division St, Greenville, TX 75401","Greenville",TX,151900,1287,152,251,19.85,21148036
14964157,"3106 Truxton Road, Augusta, GA 30906","Augusta",GA,179997,1444,127,298,19.84,543576
90143312,"16634 S Diego Rd, Yucca, AZ 86438","Yucca",AZ,199000,1456,16,329,19.82,1040189
453183073,"117 Wrench Ln, Bainbridge, NY 13733","Bainbridge",NY,159500,1501,318,263,19.77,R1613747
456949702,"255 Fair Ave, Marenisco, MI 49947","Marenisco",MI,199000,1686,247,327,19.75,NS1086068
76106209,"705 W Washington Ave, Jonesboro, AR 72401","Jonesboro",AR,146900,1159,58,241,19.72,10128796
447321724,"2756 Gresham Rd SE, Atlanta, GA 30316","Atlanta",GA,280000,2239,229,458,19.61,7709826
461021964,"1133 Wisteria Dr #1, Tuscaloosa, AL 35405","Tuscaloosa",AL,214900,1702,63,351,19.6,173937
58164865,"706 Sapphire Ct, Inman, SC 29349","Inman",SC,225000,1700,46,367,19.58,1585711
70042729,"797 Gabbettville Rd, Lagrange, GA 30240","Lagrange",GA,219900,1848,227,359,19.58,10727982
297545,"601 W 51st St, N Little Rock, AR 72118","N Little Rock",AR,119300,964,43,194,19.56,26012983
48386163,"1566 Laura St, Springfield, OR 97477","Springfield",OR,299900,2178,41,488,19.54,417429576
521556,"1467 Ridge Pl SE, Washington, DC 20020","Washington",DC,299900,3374,1237,488,19.54,DCDC2248288
92076725,"4011 McVay St SW, Huntsville, AL 35805","Huntsville",AL,109900,885,25,179,19.54,21908660
42225272,"4362 Suncrest Dr, Memphis, TN 38127","Memphis",TN,145000,1157,71,235,19.46,10217655
67635012,"110 N Hillside St, Red Oak, TX 75154","Red Oak",TX,229900,1953,271,371,19.35,21200693
457730328,"903 Parkview Pl #A & B, Gulfport, MS 39507","Gulfport",MS,198000,1543,119,318,19.25,4129833
55112382,"1529 Via Della Scala, Henderson, NV 89052","Henderson",NV,499000,4045,504,793,19.06,2768267
42797694,"14401 Front Beach Rd Unit 308, Panama City Beach, FL 32413","Panama City Beach",FL,174900,1447,175,277,19.01,779056
43490491,"2808 Forest Dr, Melbourne, FL 32901","Melbourne",FL,299000,2364,246,473,19,1069553
102893817,"8577 N 1175 E, Walkerton, IN 46574","Walkerton",IN,170000,1286,48,267,18.84,834147
54926615,"25806 Cockleshell Dr #314, Bonita Springs, FL 34135","Bonita Springs",FL,225000,2234,46,351,18.7,2025012731
17491012,"7421 Bannock Trl, Yucca Valley, CA 92284","Yucca Valley",CA,229900,1881,212,358,18.69,219141974DA
276774,"510 Gordon St, North Little Rock, AR 72117","North Little Rock",AR,150000,1154,46,233,18.68,26006639
380065,"21 Delavega Cir, Hot Springs Village, AR 71909","Hot Springs Village",AR,262000,2244,255,407,18.65,26011928
448859862,"276 E Broadway St S #3, Salt Lake City, UT 84111","Salt Lake City",UT,169000,1586,69,262,18.64,2131445
28829906,"224 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1705,6,364,18.59,471533
441489914,"56 Pine Trak Unit 101E, Ocala, FL 34472","Ocala",FL,121900,1297,165,188,18.56,TB8382044
50717287,"1008 Tangerine, La feria, TX 78559","La feria",TX,145000,1214,124,223,18.45,494442
125322973,"3147 Lake Lane Rd, Napier, WV 26631","Napier",WV,240000,1811,84,368,18.39,10163768
460547070,"10232 Regal Oaks Dr #32B, Dallas, TX 75230","Dallas",TX,129500,1154,180,198,18.36,21181854
31586850,"7900 New Floyd Rd, Rome, NY 13440","Rome",NY,299900,2290,184,457,18.28,S1516352
116514225,"123 S 4th St, Bearcreek, MT 59007","Bearcreek",MT,254900,1861,42,387,18.22,355768
73828566,"440 Vallette St, New Orleans, LA 70114","New Orleans",LA,425000,3188,290,645,18.21,2550546
47305608,"348 Gordon Ave, Lake Wales, FL 33859","Lake Wales",FL,199900,1509,90,303,18.19,P4937240
75247541,"1002 Left Bank Dr, Florence, SC 29501","Florence",SC,325000,2361,101,490,18.09,2601025
43941058,"5851 W 20th Ave APT 409, Hialeah, FL 33012","Hialeah",FL,330000,3066,322,496,18.04,A11940685
52768688,"707 E Plaza St, Weslaco, TX 78596","Weslaco",TX,74000,766,148,110,17.89,486929
47297796,"326 Nesbitt Park Ave, Davenport, FL 33897","Davenport",FL,197600,1551,83,293,17.8,O6392181
202684833,"600 E 5th St, Ferris, TX 75125","Ferris",TX,229900,1932,282,340,17.73,21207822
78826579,"1806 Wellington St, Greenville, TX 75401","Greenville",TX,159800,1477,320,235,17.65,21149888
28790284,"217 E Brundrett Ave, Port Aransas, TX 78373","Port Aransas",TX,525000,4379,772,771,17.62,440277
50789862,"1412 Dartmouth St, Longview, TX 75601","Longview",TX,239900,1740,29,352,17.62,20262979
26254638,"422 Ellana Claire, San Antonio, TX 78225","San Antonio",TX,175000,1642,391,255,17.49,1926203
442341341,"13819 N 34th Ln, McAllen, TX 78504","McAllen",TX,449000,3539,516,654,17.47,502792
47014742,"280 41st Ave, Saint Pete Beach, FL 33706","Saint Pete Beach",FL,740000,5088,136,1077,17.47,TB8443855
47079403,"2491 Coronado Way, Dunedin, FL 34698","Dunedin",FL,474000,3261,81,690,17.47,O6347300
243009307,"50 N Duncan Hill Ln, Taylorsville, NC 28681","Taylorsville",NC,189500,1389,48,276,17.45,4325792
2105790924,"2040 E Maple Ave, Flint, MI 48507","Flint",MI,249900,2061,292,362,17.39,20250031572
2130563648,"2017 Governor Nicholls St, New Orleans, LA 70116","New Orleans",LA,344000,2664,310,492,17.18,2548684
21872863,"1616 SW 62nd St, Oklahoma City, OK 73159","Oklahoma City",OK,225000,1781,172,322,17.18,1216774
28829911,"211 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1706,36,334,17.08,471538
2093689813,"66569 Gallatin Rd, Gallatin Gateway, MT 59730","Gallatin Gateway",MT,299000,2226,157,424,17.03,410025
28829905,"220 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1706,38,333,17,471537
108841356,"13212 Mile 16 N, Edinburg, TX 78542","Edinburg",TX,205000,1605,124,290,16.98,498254
37704802,"731 N Westover Dr, Salisbury, MD 21801","Salisbury",MD,135000,1018,25,190,16.93,MDWC2014432
50397172,"3670 Holland Dr, Beaumont, TX 77707","Beaumont",TX,170040,1440,229,239,16.89,263762
28850745,"5022 Kasper St, Corpus Christi, TX 78415","Corpus Christi",TX,130000,1156,196,182,16.82,474452
92142404,"1211 Baltimore Hill Rd NE, Huntsville, AL 35810","Huntsville",AL,160000,1170,23,224,16.81,21909927
6967131,"928 Rockview Dr Unit 101, Las Vegas, NV 89128","Las Vegas",NV,215000,1595,57,299,16.68,2769731
109811988,"3120 Stockwell Rd, Bossier City, LA 71111","Bossier City",LA,206500,1688,204,287,16.66,21174208
45433227,"6049 Perthshire Ln, Fort Myers, FL 33908","Fort Myers",FL,485000,3588,356,668,16.54,2025003765
460900076,"1907 Isleta Blvd SW Unit 7, Albuquerque, NM 87105","Albuquerque",NM,284900,2172,204,391,16.48,1099392
26717138,"2522 W Clarendon Dr, Dallas, TX 75211","Dallas",TX,274900,2313,408,376,16.43,21146415
99433885,"82 McKenzie Ln, Lonoke, AR 72142","Lonoke",AR,120000,942,49,164,16.37,26009989
148980848,"1530 Rousselin Dr, New Orleans, LA 70119","New Orleans",LA,169900,1296,94,231,16.31,2547262
27026805,"1425 W Walnut St, Garland, TX 75042","Garland",TX,275000,1913,11,374,16.3,21203972
42331895,"7565 Wintergreen Ln, Cordova, TN 38018","Cordova",TN,350000,2581,190,473,16.23,10212949
46156088,"1214 N Pine Hills Rd, Orlando, FL 32808","Orlando",FL,440000,3287,367,595,16.21,O6379821
63560630,"132 Sloughside Dr, Adger, AL 35006","Adger",AL,149900,1111,35,202,16.14,21441752
54101290,"4309 31st St, Lubbock, TX 79410","Lubbock",TX,144950,1281,237,194,16.06,202604484
126698211,"39 Vail Ave #109, Angel Fire, NM 87710","Angel Fire",NM,279000,2286,112,371,15.95,114431
87633509,"9902 S Thomas Dr Unit 837, Panama City Beach, FL 32408","Panama City Beach",FL,269900,2112,250,358,15.91,788077
73584804,"4410 Tara Gale Ct, Louisville, KY 40216","Louisville",KY,235000,1815,169,311,15.86,1713802
27013396,"2045 Delmar Dr, Garland, TX 75041","Garland",TX,275000,1988,100,360,15.69,21162764
2067855888,"Lot#58 Twin Oaks Mountain Boulevard, Sparta, NC 28675","Sparta",NC,92500,839,46,121,15.68,260956
23617413,"3121 Bennett Drive, Bellingham, WA 98225","Bellingham",WA,325000,2409,216,423,15.62,2485672
337151181,"4507 W Rogers Rd, Edinburg, TX 78541","Edinburg",TX,375000,2824,324,488,15.62,494300
47379224,"2119 W Patterson St, Lakeland, FL 33815","Lakeland",FL,235000,1727,89,303,15.45,P4935554
458055488,"3321 E Alexa St, Edinburg, TX 78542","Edinburg",TX,260000,1906,116,334,15.42,498043
444262255,"0 TBD High Country Drive W, Tonasket, WA 98855","Tonasket",WA,325000,2395,209,416,15.37,2472151
42942756,"3221 NE 8th St APT 103, Pompano Beach, FL 33062","Pompano Beach",FL,314000,3109,337,402,15.36,A11956246
97557134,"845 Tee, Spring Branch, TX 78070","Spring Branch",TX,259638,1834,48,331,15.31,1931119
193856158,"715 Walnut, Jourdanton, TX 78026","Jourdanton",TX,245000,1740,44,312,15.3,1939985
21999468,"3028 Chetwood Dr, Del City, OK 73115","Del City",OK,169000,1263,82,215,15.25,1211692
54085983,"3513 45th St, Lubbock, TX 79413","Lubbock",TX,399900,3185,545,508,15.23,202601242
44519264,"1045 E 11TH Street, Jacksonville, FL 32206","Jacksonville",FL,129000,1017,80,163,15.21,2093956
49664190,"513 Highland Ave SE, Roanoke, VA 24013","Roanoke",VA,195000,1411,72,247,15.21,925483
2054322354,"4743 Jennmar Way #56, New Pt Richey, FL 34652","New Pt Richey",FL,139000,1278,200,176,15.2,U8239487
110889698,"36766 Longleaf Dr, Independence, LA 70443","Independence",LA,175000,1267,50,221,15.18,2544381
55353184,"501 S Ocean Blvd. #1104, North Myrtle Beach, SC 29582","North Myrtle Beach",SC,504900,4910,336,633,15.04,2411231
219635203,"2490 State Highway 30a, Fonda, NY 12068","Fonda",NY,165000,1155,2,206,15,202526279