ZPID,Address,City,State,Price,Monthly Rent,Rent Ratio %,ROI %,Monthly Cash Flow,Down Payment,Monthly Mortgage,Monthly Tax,Monthly Insurance,MLS ID,Bedrooms,Bathrooms,Year Built,Property Type
193800794,"130 N Jab Dr, Zapata, TX 78076","Zapata",TX,350000,2907,0.83,24.53,716,35000,1691,300,200,20260051,6,3,1977,"SINGLE_FAMILY"
43547723,"2144 Harbor Blvd, Pt Charlotte, FL 33952","Pt Charlotte",FL,299000,2342,0.78,24.42,609,29900,1445,89,200,2026016313,5,2,1961,"SINGLE_FAMILY"
42797745,"14401 Front Beach Rd #423, Panama City Beach, FL 32413","Panama City Beach",FL,174900,1521,0.87,24.09,351,17490,845,175,150,779059,0,1,1965,"CONDO"
263104,"1808 Green Acres Rd, Jacksonville, AR 72076","Jacksonville",AR,136500,1169,0.86,23.94,272,13650,659,87,150,26010061,3,2,1968,"SINGLE_FAMILY"
72829493,"2716 Forsyth Ln, Montgomery, AL 36116","Montgomery",AL,189900,1466,0.77,23.81,377,18990,917,22,150,584802,4,2,1963,"SINGLE_FAMILY"
92106207,"3609 McVay St SW, Huntsville, AL 35805","Huntsville",AL,140000,1152,0.82,23.8,278,14000,676,48,150,21908373,2,1,1950,"SINGLE_FAMILY"
19023186,"2216 Sierra Way, Weldon, CA 93283","Weldon",CA,375000,2894,0.77,23.7,741,37500,1812,142,200,2606698,3,2,1996,"SINGLE_FAMILY"
2098987146,"1500 Hummingbird Ct APT 16, Pharr, TX 78577","Pharr",TX,145000,1408,0.97,23.63,286,14500,701,272,150,479464,2,3,2013,"TOWNHOUSE"
2101500493,"1500 Hummingbird Ct APT 5, Pharr, TX 78577","Pharr",TX,145000,1408,0.97,23.63,286,14500,701,272,150,479438,2,3,2013,"TOWNHOUSE"
338197184,"132 Spanish Oak, Bandera, TX 78003","Bandera",TX,209000,1635,0.78,23.49,409,20900,1010,16,200,1864407,3,3,2023,"SINGLE_FAMILY"
19096936,"16292 19th Ave, Clearlake, CA 95422","Clearlake",CA,129000,1110,0.86,23.44,252,12900,623,85,150,LC26070973,2,1,1968,"MANUFACTURED"
44126951,"1780 191st St APT 304-2, Miami, FL 33179","Miami",FL,169000,2147,1.27,23.44,330,16900,817,179,150,A11934216,2,2,1969,"CONDO"
80113729,"201 Masterson Rd APT 108, Laredo, TX 78046","Laredo",TX,109000,927,0.85,23.18,211,10900,527,40,150,20255068,2,1,2005,"TOWNHOUSE"
459960760,"703 Sun Land Cir, Dawson, TX 76639","Dawson",TX,180000,1562,0.87,22.86,343,18000,870,200,150,16310990,3,2,2025,"SINGLE_FAMILY"
26999587,"2512 Collingwood Dr, Farmers Branch, TX 75234","Farmers Branch",TX,220000,1895,0.86,22.79,418,22000,1063,214,200,21145252,3,1,1955,"SINGLE_FAMILY"
77676681,"115 Breckenridge Loop, Lafayette, LA 70506","Lafayette",LA,275000,2300,0.84,22.77,522,27500,1329,225,200,2500000218,3,3,1983,"SINGLE_FAMILY"
28803470,"1218 Stratton Dr, Corpus Christi, TX 78412","Corpus Christi",TX,199000,1756,0.88,22.74,377,19900,961,267,150,466057,4,2,1955,"SINGLE_FAMILY"
42197125,"3271 Seminole Rd, Memphis, TN 38111","Memphis",TN,109500,954,0.87,22.54,206,10950,529,69,150,10215693,2,1,1963,"SINGLE_FAMILY"
81787158,"2400 Grandiflora Blvd Unit E407, Panama City Beach, FL 32408","Panama City Beach",FL,350000,2716,0.78,22.14,646,35000,1691,179,200,770861,3,3,2008,"CONDO"
81493887,"1501 Lafayette St, Valparaiso, IN 46383","Valparaiso",IN,230000,2222,0.97,22.05,423,23000,1111,488,200,836398,3,2,1957,"SINGLE_FAMILY"
2098987141,"1500 Hummingbird Ct APT 20, Pharr, TX 78577","Pharr",TX,147500,1408,0.95,21.87,269,14750,713,277,150,479466,2,3,2013,"TOWNHOUSE"
23789907,"444 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2437,1.05,21.77,420,23170,1119,482,200,25042850,4,2,2025,"CONDO"
52774148,"323 E 3rd St, San Juan, TX 78589","San Juan",TX,145000,1220,0.84,21.66,262,14500,701,108,150,488697,3,1,1977,"SINGLE_FAMILY"
75288046,"824 Calle Escondido, Eagle Pass, TX 78852","Eagle Pass",TX,199000,1493,0.75,21.5,356,19900,961,25,150,79669,3,3,1992,"SINGLE_FAMILY"
50337141,"5149 32nd St, Groves, TX 77619","Groves",TX,175000,1551,0.89,21.34,311,17500,845,244,150,266659,3,2,0,"SINGLE_FAMILY"
102511019,"237 Charles Rd., Marion, SC 29571","Marion",SC,129900,1051,0.81,21.33,231,12990,628,43,150,2601105,2,2,1978,"SINGLE_FAMILY"
457736026,"1009 Nicklaus Dr #1009, Suffolk, VA 23435","Suffolk",VA,235000,2248,0.96,20.92,410,23500,1135,188,200,10607872,2,3,2000,"CONDO"
89485252,"2 Father Jogues Place, Ticonderoga, NY 12883","Ticonderoga",NY,149900,1324,0.88,20.91,261,14990,724,189,150,202610381,4,2,1965,"MULTI_FAMILY"
42346296,"4999 Tradewind Ter, Memphis, TN 38118","Memphis",TN,174900,1445,0.83,20.81,303,17490,845,147,150,10214374,3,3,1978,"SINGLE_FAMILY"
45903956,"14342 SE 45th Ct, Summerfield, FL 34491","Summerfield",FL,299900,2341,0.78,20.79,520,29990,1449,172,200,P4937617,4,3,1981,"SINGLE_FAMILY"
27494002,"9147 Mount Etna Dr, El Paso, TX 79924","El Paso",TX,176994,1397,0.79,20.58,304,17699,855,88,150,926203,3,2,1956,"SINGLE_FAMILY"
40794283,"2507 Hendon Rd, Soddy Daisy, TN 37379","Soddy Daisy",TN,231000,1786,0.77,20.39,392,23100,1116,78,200,1528378,3,2,1990,"SINGLE_FAMILY"
369688,"5205 Highway 35, Benton, AR 72015","Benton",AR,149900,1174,0.78,20.35,254,14990,724,46,150,26013364,2,1,1950,"SINGLE_FAMILY"
42227520,"2104 Alta Vista Ave, Memphis, TN 38127","Memphis",TN,119900,1002,0.84,20.25,202,11990,579,70,150,10214386,3,1,1955,"SINGLE_FAMILY"
458783208,"680-550 Butte Creek Rd, Adin, CA 96006","Adin",CA,257000,2093,0.81,20.21,433,25700,1242,218,200,2906702,2,2,1978,"SINGLE_FAMILY"
53658514,"1929 McGougan Rd, Fayetteville, NC 28303","Fayetteville",NC,149000,1322,0.89,20.21,251,14900,720,201,150,756031,3,2,1955,"SINGLE_FAMILY"
2098987142,"1500 Hummingbird Ct APT 21, Pharr, TX 78577","Pharr",TX,150000,1408,0.94,20.16,252,15000,725,281,150,479469,2,3,2013,"TOWNHOUSE"
2098987149,"1500 Hummingbird Ct APT 15, Pharr, TX 78577","Pharr",TX,150000,1408,0.94,20.16,252,15000,725,281,150,479461,2,3,2013,"TOWNHOUSE"
2098997284,"1500 Hummingbird Ct APT 10, Pharr, TX 78577","Pharr",TX,150000,1408,0.94,20.16,252,15000,725,281,150,479450,2,3,2013,"TOWNHOUSE"
2098997362,"1500 Hummingbird Ct APT 9, Pharr, TX 78577","Pharr",TX,150000,1408,0.94,20.16,252,15000,725,281,150,479449,2,3,2013,"TOWNHOUSE"
2101500490,"1500 Hummingbird Ct APT 7, Pharr, TX 78577","Pharr",TX,150000,1408,0.94,20.16,252,15000,725,281,150,479446,2,3,2013,"TOWNHOUSE"
2101500492,"1500 Hummingbird Ct APT 4, Pharr, TX 78577","Pharr",TX,150000,1408,0.94,20.16,252,15000,725,281,150,479435,2,3,2013,"TOWNHOUSE"
74437803,"367 Bridgewater Dr, Newport News, VA 23603","Newport News",VA,187950,1895,1.01,20.1,315,18795,908,223,150,10616630,2,3,1987,"TOWNHOUSE"
78896062,"1628 Hamlin Ave, Wichita Falls, TX 76301","Wichita Falls",TX,105000,959,0.91,19.95,175,10500,507,127,150,178588,3,1,1952,"SINGLE_FAMILY"
26132650,"2236 Schley, San Antonio, TX 78210","San Antonio",TX,139000,1296,0.93,19.89,230,13900,672,244,150,1877898,3,1,1962,"SINGLE_FAMILY"
78828998,"1908 Division St, Greenville, TX 75401","Greenville",TX,151900,1287,0.85,19.85,251,15190,734,152,150,21148036,3,1,1950,"SINGLE_FAMILY"
14964157,"3106 Truxton Road, Augusta, GA 30906","Augusta",GA,179997,1444,0.80,19.84,298,18000,870,127,150,543576,3,2,1968,"SINGLE_FAMILY"
90143312,"16634 S Diego Rd, Yucca, AZ 86438","Yucca",AZ,199000,1456,0.73,19.82,329,19900,961,16,150,1040189,0,0,0,"LOT"
453183073,"117 Wrench Ln, Bainbridge, NY 13733","Bainbridge",NY,159500,1501,0.94,19.77,263,15950,771,318,150,R1613747,2,1,1992,"SINGLE_FAMILY"
76106209,"705 W Washington Ave, Jonesboro, AR 72401","Jonesboro",AR,146900,1159,0.79,19.72,241,14690,710,58,150,10128796,3,1,0,"SINGLE_FAMILY"
447321724,"2756 Gresham Rd SE, Atlanta, GA 30316","Atlanta",GA,280000,2239,0.80,19.61,458,28000,1353,229,200,7709826,4,2,1954,"SINGLE_FAMILY"
461021964,"1133 Wisteria Dr #1, Tuscaloosa, AL 35405","Tuscaloosa",AL,214900,1702,0.79,19.6,351,21490,1038,63,200,173937,3,2,1997,"SINGLE_FAMILY"
58164865,"706 Sapphire Ct, Inman, SC 29349","Inman",SC,225000,1700,0.76,19.58,367,22500,1087,46,200,1585711,5,2,2001,"MANUFACTURED"
70042729,"797 Gabbettville Rd, Lagrange, GA 30240","Lagrange",GA,219900,1848,0.84,19.58,359,21990,1062,227,200,10727982,4,2,1967,"SINGLE_FAMILY"
297545,"601 W 51st St, N Little Rock, AR 72118","N Little Rock",AR,119300,964,0.81,19.56,194,11930,576,43,150,26012983,2,1,1954,"SINGLE_FAMILY"
42225272,"4362 Suncrest Dr, Memphis, TN 38127","Memphis",TN,145000,1157,0.80,19.46,235,14500,701,71,150,10217655,4,1,1959,"SINGLE_FAMILY"
67635012,"110 N Hillside St, Red Oak, TX 75154","Red Oak",TX,229900,1953,0.85,19.35,371,22990,1111,271,200,21200693,3,2,1952,"SINGLE_FAMILY"
457730328,"903 Parkview Pl #A & B, Gulfport, MS 39507","Gulfport",MS,198000,1543,0.78,19.25,318,19800,957,119,150,4129833,6,4,2006,"MULTI_FAMILY"
42797694,"14401 Front Beach Rd Unit 308, Panama City Beach, FL 32413","Panama City Beach",FL,174900,1447,0.83,19.01,277,17490,845,175,150,779056,0,1,1965,"CONDO"
43490491,"2808 Forest Dr, Melbourne, FL 32901","Melbourne",FL,299000,2364,0.79,19,473,29900,1445,246,200,1069553,3,2,1976,"SINGLE_FAMILY"
102893817,"8577 N 1175 E, Walkerton, IN 46574","Walkerton",IN,170000,1286,0.76,18.84,267,17000,821,48,150,834147,2,1,2008,"SINGLE_FAMILY"
54926615,"25806 Cockleshell Dr #314, Bonita Springs, FL 34135","Bonita Springs",FL,225000,2234,0.99,18.7,351,22500,1087,46,200,2025012731,2,2,1980,"CONDO"
17491012,"7421 Bannock Trl, Yucca Valley, CA 92284","Yucca Valley",CA,229900,1881,0.82,18.69,358,22990,1111,212,200,219141974DA,3,1,1961,"SINGLE_FAMILY"
276774,"510 Gordon St, North Little Rock, AR 72117","North Little Rock",AR,150000,1154,0.77,18.68,233,15000,725,46,150,26006639,3,2,1950,"SINGLE_FAMILY"
380065,"21 Delavega Cir, Hot Springs Village, AR 71909","Hot Springs Village",AR,262000,2244,0.86,18.65,407,26200,1266,255,200,26011928,3,2,1990,"SINGLE_FAMILY"
28829906,"224 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1705,0.73,18.59,364,23500,1135,6,200,471533,3,2,2026,"SINGLE_FAMILY"
441489914,"56 Pine Trak Unit 101E, Ocala, FL 34472","Ocala",FL,121900,1297,1.06,18.56,188,12190,589,165,150,TB8382044,2,2,1984,"CONDO"
50717287,"1008 Tangerine, La feria, TX 78559","La feria",TX,145000,1214,0.84,18.45,223,14500,701,124,150,494442,3,2,2000,"MANUFACTURED"
125322973,"3147 Lake Lane Rd, Napier, WV 26631","Napier",WV,240000,1811,0.75,18.39,368,24000,1160,84,200,10163768,4,3,2006,"SINGLE_FAMILY"
31586850,"7900 New Floyd Rd, Rome, NY 13440","Rome",NY,299900,2290,0.76,18.28,457,29990,1449,184,200,S1516352,3,2,1956,"SINGLE_FAMILY"
116514225,"123 S 4th St, Bearcreek, MT 59007","Bearcreek",MT,254900,1861,0.73,18.22,387,25490,1232,42,200,355768,3,2,1992,"SINGLE_FAMILY"
75247541,"1002 Left Bank Dr, Florence, SC 29501","Florence",SC,325000,2361,0.73,18.09,490,32500,1570,101,200,2601025,3,3,1988,"SINGLE_FAMILY"
43941058,"5851 W 20th Ave APT 409, Hialeah, FL 33012","Hialeah",FL,330000,3066,0.93,18.04,496,33000,1594,322,200,A11940685,3,3,1983,"TOWNHOUSE"
47297796,"326 Nesbitt Park Ave, Davenport, FL 33897","Davenport",FL,197600,1551,0.78,17.8,293,19760,955,83,150,O6392181,2,2,1996,"MANUFACTURED"
202684833,"600 E 5th St, Ferris, TX 75125","Ferris",TX,229900,1932,0.84,17.73,340,22990,1111,282,200,21207822,2,1,1969,"SINGLE_FAMILY"
50789862,"1412 Dartmouth St, Longview, TX 75601","Longview",TX,239900,1740,0.73,17.62,352,23990,1159,29,200,20262979,3,2,1961,"SINGLE_FAMILY"
243009307,"50 N Duncan Hill Ln, Taylorsville, NC 28681","Taylorsville",NC,189500,1389,0.73,17.45,276,18950,916,48,150,4325792,3,2,1999,"MANUFACTURED"
21872863,"1616 SW 62nd St, Oklahoma City, OK 73159","Oklahoma City",OK,225000,1781,0.79,17.18,322,22500,1087,172,200,1216774,3,4,1953,"SINGLE_FAMILY"
28829911,"211 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1706,0.73,17.08,334,23500,1135,36,200,471538,3,2,2026,"SINGLE_FAMILY"
2093689813,"66569 Gallatin Rd, Gallatin Gateway, MT 59730","Gallatin Gateway",MT,299000,2226,0.74,17.03,424,29900,1445,157,200,410025,0,0,0,"LOT"
28829905,"220 Spruce St, Corpus Christi, TX 78408","Corpus Christi",TX,235000,1706,0.73,17,333,23500,1135,38,200,471537,3,2,2026,"SINGLE_FAMILY"
108841356,"13212 Mile 16 N, Edinburg, TX 78542","Edinburg",TX,205000,1605,0.78,16.98,290,20500,990,124,200,498254,3,2,2020,"SINGLE_FAMILY"
50397172,"3670 Holland Dr, Beaumont, TX 77707","Beaumont",TX,170040,1440,0.85,16.89,239,17004,822,229,150,263762,3,2,0,"SINGLE_FAMILY"
28850745,"5022 Kasper St, Corpus Christi, TX 78415","Corpus Christi",TX,130000,1156,0.89,16.82,182,13000,628,196,150,474452,2,1,1953,"SINGLE_FAMILY"
92142404,"1211 Baltimore Hill Rd NE, Huntsville, AL 35810","Huntsville",AL,160000,1170,0.73,16.81,224,16000,773,23,150,21909927,3,1,1962,"SINGLE_FAMILY"
6967131,"928 Rockview Dr Unit 101, Las Vegas, NV 89128","Las Vegas",NV,215000,1595,0.74,16.68,299,21500,1039,57,200,2769731,2,2,1990,"CONDO"
109811988,"3120 Stockwell Rd, Bossier City, LA 71111","Bossier City",LA,206500,1688,0.82,16.66,287,20650,998,204,200,21174208,3,2,2001,"SINGLE_FAMILY"
460900076,"1907 Isleta Blvd SW Unit 7, Albuquerque, NM 87105","Albuquerque",NM,284900,2172,0.76,16.48,391,28490,1376,204,200,1099392,3,3,1959,"SINGLE_FAMILY"
27026805,"1425 W Walnut St, Garland, TX 75042","Garland",TX,275000,1913,0.70,16.3,374,27500,1329,11,200,21203972,3,2,1950,"SINGLE_FAMILY"
42331895,"7565 Wintergreen Ln, Cordova, TN 38018","Cordova",TN,350000,2581,0.74,16.23,473,35000,1691,190,200,10212949,4,3,1997,"APARTMENT"
63560630,"132 Sloughside Dr, Adger, AL 35006","Adger",AL,149900,1111,0.74,16.14,202,14990,724,35,150,21441752,2,2,1982,"MANUFACTURED"
54101290,"4309 31st St, Lubbock, TX 79410","Lubbock",TX,144950,1281,0.88,16.06,194,14495,700,237,150,202604484,3,1,1952,"SINGLE_FAMILY"
126698211,"39 Vail Ave #109, Angel Fire, NM 87710","Angel Fire",NM,279000,2286,0.82,15.95,371,27900,1348,112,200,114431,2,2,1982,"CONDO"
73584804,"4410 Tara Gale Ct, Louisville, KY 40216","Louisville",KY,235000,1815,0.77,15.86,311,23500,1135,169,200,1713802,3,2,1955,"SINGLE_FAMILY"
27013396,"2045 Delmar Dr, Garland, TX 75041","Garland",TX,275000,1988,0.72,15.69,360,27500,1329,100,200,21162764,4,2,1954,"SINGLE_FAMILY"
2067855888,"Lot#58 Twin Oaks Mountain Boulevard, Sparta, NC 28675","Sparta",NC,92500,839,0.91,15.68,121,9250,447,46,150,260956,0,0,0,"LOT"
23617413,"3121 Bennett Drive, Bellingham, WA 98225","Bellingham",WA,325000,2409,0.74,15.62,423,32500,1570,216,200,2485672,3,2,1981,"MANUFACTURED"
337151181,"4507 W Rogers Rd, Edinburg, TX 78541","Edinburg",TX,375000,2824,0.75,15.62,488,37500,1812,324,200,494300,6,4,1989,"SINGLE_FAMILY"
47379224,"2119 W Patterson St, Lakeland, FL 33815","Lakeland",FL,235000,1727,0.73,15.45,303,23500,1135,89,200,P4935554,4,1,1964,"SINGLE_FAMILY"
458055488,"3321 E Alexa St, Edinburg, TX 78542","Edinburg",TX,260000,1906,0.73,15.42,334,26000,1256,116,200,498043,3,3,2025,"SINGLE_FAMILY"
42942756,"3221 NE 8th St APT 103, Pompano Beach, FL 33062","Pompano Beach",FL,314000,3109,0.99,15.36,402,31400,1517,337,200,A11956246,2,2,1969,"CONDO"
97557134,"845 Tee, Spring Branch, TX 78070","Spring Branch",TX,259638,1834,0.71,15.31,331,25964,1254,48,200,1931119,3,2,2025,"SINGLE_FAMILY"
193856158,"715 Walnut, Jourdanton, TX 78026","Jourdanton",TX,245000,1740,0.71,15.3,312,24500,1184,44,200,1939985,3,2,1960,"SINGLE_FAMILY"
21999468,"3028 Chetwood Dr, Del City, OK 73115","Del City",OK,169000,1263,0.75,15.25,215,16900,817,82,150,1211692,3,2,1963,"SINGLE_FAMILY"
54085983,"3513 45th St, Lubbock, TX 79413","Lubbock",TX,399900,3185,0.80,15.23,508,39990,1932,545,200,202601242,4,3,1956,"SINGLE_FAMILY"
2054322354,"4743 Jennmar Way #56, New Pt Richey, FL 34652","New Pt Richey",FL,139000,1278,0.92,15.2,176,13900,672,200,150,U8239487,0,0,0,"LOT"
110889698,"36766 Longleaf Dr, Independence, LA 70443","Independence",LA,175000,1267,0.72,15.18,221,17500,845,50,150,2544381,3,1,1994,"SINGLE_FAMILY"