ZPID,Address,City,State,Price,Monthly Rent,Monthly Cash Flow,ROI %,Monthly Tax,MLS ID,Bedrooms,Bathrooms,Year Built,Property Type
2067844954,"51 Mountain Vista Drive, Sparta, NC 28675","Sparta",NC,57500,895,363,75.85,29,260948,0,0,0,"LOT"
2071686600,"0 Ridgway Rd, Pine Bluff, AR 71603","Pine Bluff",AR,60000,871,378,75.62,53,26014192,0,0,0,"LOT"
2118216373,"0 Wareham Rd, Plymouth, MA 02360","Plymouth",MA,199000,2531,1239,74.7,181,73492601,0,0,0,"LOT"
95510165,"42142 Opal Ln, Shaver Lake, CA 93664","Shaver Lake",CA,167677,2224,1042,74.55,222,646764,0,0,0,"LOT"
42155191,"1234 Smith Ave, Memphis, TN 38107","Memphis",TN,60000,873,373,74.54,60,10210604,2,2,1956,"SINGLE_FAMILY"
42230977,"2938 Conti Cv, Memphis, TN 38127","Memphis",TN,65000,953,400,73.91,89,10214276,3,1,1973,"SINGLE_FAMILY"
19003865,"8536 Kern Canyon Rd Space 184, Bakersfield, CA 93306","Bakersfield",CA,130000,1589,799,73.73,12,WS26055659,2,2,1988,"MANUFACTURED"
120683178,"130 N Trevino, Pearsall, TX 78061","Pearsall",TX,85000,1192,519,73.23,113,1876723,3,1,0,"SINGLE_FAMILY"
7455144,"616 W Granada Dr, Quartzsite, AZ 85346","Quartzsite",AZ,110000,1448,665,72.52,52,1039725,1,2,1968,"MANUFACTURED"
2057192844,"75657 Banyon St, Chiloquin, OR 97624","Chiloquin",OR,76000,981,458,72.3,6,220217446,1,1,0,"SINGLE_FAMILY"
232006729,"20 County Road 505, Mc Crory, AR 72101","Mc Crory",AR,199000,2328,1189,71.67,28,26013242,6,4,1985,"SINGLE_FAMILY"
52950094,"9374 County Road 657, Bushnell, FL 33513","Bushnell",FL,125000,1557,744,71.45,59,TB8471345,3,2,1984,"MANUFACTURED"
78896288,"1609 Orchard Ave, Wichita Falls, TX 76301","Wichita Falls",TX,70000,1062,417,71.41,157,175852,3,1,1952,"SINGLE_FAMILY"
2067844960,"52 Mountain Vista Drive, Sparta, NC 28675","Sparta",NC,59500,896,354,71.35,30,260950,0,0,0,"LOT"
28812012,"1638 Birch Pl, Corpus Christi, TX 78416","Corpus Christi",TX,100000,1235,595,71.35,7,467189,3,1,1955,"SINGLE_FAMILY"
73819060,"12 Avoyelles Pl, New Orleans, LA 70129","New Orleans",LA,145000,1836,861,71.25,125,2538335,3,2,1979,"SINGLE_FAMILY"
314021,"2501 S Pine St, Little Rock, AR 72204","Little Rock",AR,73000,956,431,70.9,22,26001556,2,1,1941,"SINGLE_FAMILY"
455607279,"1302 Avenue E, Ralls, TX 79357","Ralls",TX,129900,1720,764,70.58,178,202600537,3,2,1940,"SINGLE_FAMILY"
2054092432,"742 Kit Dr, Crestview, FL 32536","Crestview",FL,149900,1907,879,70.38,154,937880,4,2,1949,"SINGLE_FAMILY"
46882644,"3601 S Ocean Boulevard #307, South Palm Beach, FL 33480","South Palm Beach",FL,375000,5143,2177,69.68,117,R11149284,2,3,1984,"CONDO"
26726438,"3815 Cauthorn Dr, Dallas, TX 75210","Dallas",TX,135000,1902,783,69.6,317,21122633,3,2,1948,"SINGLE_FAMILY"
2060302965,"3087 S Homecrest St, West Valley City, UT 84119","West Valley City",UT,59900,1660,346,69.34,24,2130138,2,1,1970,"MANUFACTURED"
52953610,"20 SW 3rd St, Webster, FL 33597","Webster",FL,125000,1538,720,69.08,64,TB8467818,3,2,1992,"MANUFACTURED"
50353391,"790 Pinchback Rd, Beaumont, TX 77707","Beaumont",TX,127000,1853,725,68.53,364,264513,4,2,0,"SINGLE_FAMILY"
88297871,"11894 Glenfield St, Detroit, MI 48213","Detroit",MI,115000,1479,656,68.48,117,20261011255,5,2,1925,"SINGLE_FAMILY"
6757743,"5905 Anaheim Ave NE, Albuquerque, NM 87113","Albuquerque",NM,169000,2147,954,67.72,227,1100991,4,2,1972,"MANUFACTURED"
10262091,"2319 N Fairhill St, Philadelphia, PA 19133","Philadelphia",PA,125000,1652,704,67.54,195,PAPH2548038,3,1,1915,"TOWNHOUSE"
95046338,"2233 Baywood Way, Willits, CA 95490","Willits",CA,125000,1535,703,67.53,78,326024084,1,1,2016,"SINGLE_FAMILY"
455932722,"1325 Fairview Avenue N, Seattle, WA 98102","Seattle",WA,150000,1817,840,67.18,102,2420257,1,1,1984,"SINGLE_FAMILY"
41812416,"124 Glendale St, Jackson, TN 38301","Jackson",TN,159900,1901,886,66.48,93,2505511,3,2,1935,"SINGLE_FAMILY"
54260653,"424 32nd Rd Trailer 374, Clifton, CO 81520","Clifton",CO,85000,1707,470,66.37,6,20261091,2,2,2000,"MANUFACTURED"
26133092,"217 LANCASTER, San Antonio, TX 78214","San Antonio",TX,102900,1395,567,66.13,181,1862866,4,1,1935,"SINGLE_FAMILY"
110815574,"402 Boulevard St, Fort Valley, GA 31030","Fort Valley",GA,154999,1961,849,65.7,213,10683497,6,3,1922,"SINGLE_FAMILY"
458694297,"8506 NE 34th Pl, Spencer, OK 73084","Spencer",OK,125000,1545,683,65.54,108,1204418,3,2,2024,"SINGLE_FAMILY"
447584747,"2613 Arkansas Creek Rd, Martin, KY 41649","Martin",KY,65000,859,354,65.42,41,25500769,2,1,0,"SINGLE_FAMILY"
2109221062,"7601 Simmerly Road, Laytonville, CA 95454","Laytonville",CA,149000,1822,809,65.18,143,325096120,1,1,0,"SINGLE_FAMILY"
122733040,"100 N Files St, Itasca, TX 76055","Itasca",TX,164900,1928,895,65.14,86,21189193,3,3,1949,"SINGLE_FAMILY"
70146340,"5 Circle Dr, Reidsville, NC 27320","Reidsville",NC,94900,1159,514,64.98,37,10081233,2,1,1927,"SINGLE_FAMILY"
2067856121,"54 Twin Oaks Mtn Boulevard, Sparta, NC 28675","Sparta",NC,62500,895,337,64.66,31,260954,0,0,0,"LOT"
19434762,"10191 W River St, Truckee, CA 96161","Truckee",CA,499000,5352,2683,64.53,58,20242409,3,2,0,"SINGLE_FAMILY"
26374003,"8514 Standing Rock, San Antonio, TX 78242","San Antonio",TX,89000,1214,476,64.15,158,1931014,3,1,1972,"SINGLE_FAMILY"
200677369,"2015 32nd Ave, Gulfport, MS 39501","Gulfport",MS,90000,1155,480,64.02,90,4131249,3,2,2006,"MULTI_FAMILY"
99365703,"34208 343rd Avenue Ct E, Ashford, WA 98304","Ashford",WA,199999,2259,1064,63.84,51,2495596,1,1,2025,"SINGLE_FAMILY"
122631530,"3 Brennan St, Bradford, PA 16701","Bradford",PA,99999,1376,532,63.78,211,1744214,3,2,1910,"SINGLE_FAMILY"
70156091,"22 Circle Dr, Reidsville, NC 27320","Reidsville",NC,94900,1132,500,63.21,24,10081230,2,1,1927,"SINGLE_FAMILY"
2057895393,"5 A Lester Road, Ellensburg, WA 98926","Ellensburg",WA,149000,1742,784,63.14,88,2496075,0,0,0,"LOT"
2057895859,"3 A Lester Road, Ellensburg, WA 98926","Ellensburg",WA,149000,1742,784,63.14,88,2494790,0,0,0,"LOT"
94317703,"308 W Dunn St, Fulton, IN 46931","Fulton",IN,84000,1057,442,63.12,59,202549075,3,1,1900,"SINGLE_FAMILY"
88110174,"15859 Cloverlawn St, Detroit, MI 48238","Detroit",MI,99900,1267,524,62.89,111,20261000598,4,1,1928,"MULTI_FAMILY"
30212374,"46 Hillery Ave, Buffalo, NY 14210","Buffalo",NY,149900,1736,783,62.7,79,B1660521,3,2,1935,"SINGLE_FAMILY"
2070353378,"0 Piney Wood Rd, Saluda, SC 29138","Saluda",SC,124900,1464,651,62.57,59,629995,0,0,0,"LOT"
95340233,"77 Grafton Street, Lisbon, NH 03585","Lisbon",NH,269990,3461,1404,62.4,553,5053037,4,4,1880,"SINGLE_FAMILY"
47920201,"2290 Red Oak Rd, Perry, FL 32348","Perry",FL,115000,1337,595,62.07,37,388091,2,1,1998,"SINGLE_FAMILY"
2057066548,"4536 Laine Ave, New Orleans, LA 70126","New Orleans",LA,189000,2282,976,61.99,243,2540521,3,2,2022,"SINGLE_FAMILY"
1046615,"1015 11th St N, Bessemer, AL 35020","Bessemer",AL,69950,890,359,61.62,43,21439279,2,1,1940,"SINGLE_FAMILY"
70026561,"203 Shawnee Dr, Lagrange, GA 30240","Lagrange",GA,257000,3082,1317,61.48,324,10667526,4,4,1988,"SINGLE_FAMILY"
231670972,"601 Travis St, Alleyton, TX 78935","Alleyton",TX,150000,1671,768,61.47,28,3969069,3,2,1996,"SINGLE_FAMILY"
2097163296,"61119 Heritage Blvd #3, South Lyon, MI 48178","South Lyon",MI,109000,1898,555,61.06,122,25048347,2,2,1976,"CONDO"
50353392,"7150 Wall St, Beaumont, TX 77707","Beaumont",TX,89000,1131,452,60.89,99,259635,2,1,0,"SINGLE_FAMILY"
456181062,"436 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,1174,60.81,210,25042848,4,2,2025,"CONDO"
456181063,"440 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,1174,60.81,210,25042849,4,2,2025,"CONDO"
456181071,"448 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,1174,60.81,210,25042853,4,2,2025,"CONDO"
456181092,"452 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2919,1174,60.81,210,25042854,4,2,2025,"CONDO"
2064733669,"22 Mudd Hole Rd, Gap Mills, WV 24941","Gap Mills",WV,79000,960,397,60.26,32,25-749,3,1,1973,"SINGLE_FAMILY"
2057302658,"0 Sage Riv, Newberry, MI 49868","Newberry",MI,105900,1280,528,59.87,90,25-266,2,1,2003,"SINGLE_FAMILY"
1292501,"742 S Addison St, Indianapolis, IN 46221","Indianapolis",IN,84000,1069,413,58.94,101,22093820,2,1,1910,"SINGLE_FAMILY"
2067855930,"55 Twin Oaks Boulevard, Sparta, NC 28675","Sparta",NC,65500,895,321,58.77,33,260955,0,0,0,"LOT"
458095569,"26559 White Oaks Ln, Tecumseh, OK 74873","Tecumseh",OK,69000,863,336,58.42,44,1220108,3,1,1970,"SINGLE_FAMILY"
77999295,"2722 E David Dr, Gulfport, MS 39503","Gulfport",MS,115000,1338,559,58.34,73,4126021,3,2,1970,"SINGLE_FAMILY"
2060616602,"1160 Lester Road, Ellensburg, WA 98926","Ellensburg",WA,155000,1742,751,58.17,92,2492271,0,0,0,"LOT"
87230901,"614 S Pecan St, Henrietta, TX 76365","Henrietta",TX,92000,1313,445,58.11,273,182526,2,2,1977,"SINGLE_FAMILY"
461529553,"6275 Rolling Fork Rd Unit 406-F, Charleston, SC 29406","Charleston",SC,147500,1617,714,58.07,41,26009689,2,2,1984,"CONDO"
79801717,"23002 1/2 W Avenue D15, Lancaster, CA 93536","Lancaster",CA,324000,3437,1562,57.86,110,25006917,4,3,1985,"SINGLE_FAMILY"
447162473,"510 Tri-Lakes Road, Humansville, MO 65674","Humansville",MO,159900,1768,768,57.65,77,60303793,4,2,2024,"SINGLE_FAMILY"
88225153,"10147 Somerset Ave, Detroit, MI 48224","Detroit",MI,110000,1281,527,57.48,73,20261014348,3,1,1939,"SINGLE_FAMILY"
43044072,"4043 NW 16th St APT 207, Lauderhill, FL 33313","Lauderhill",FL,125000,1774,596,57.26,116,A11994250,2,2,1969,"CONDO"
52767013,"4307 Jesenia St, San Juan, TX 78589","San Juan",TX,130000,1443,618,57.09,46,488287,3,2,1983,"SINGLE_FAMILY"
116060306,"204 S Douglas St, West Frankfort, IL 62896","West Frankfort",IL,52900,801,251,57.03,144,25051812,2,1,1918,"SINGLE_FAMILY"
88115324,"16588 Woodingham Dr, Detroit, MI 48221","Detroit",MI,125000,1418,587,56.33,77,20261011233,3,2,1929,"SINGLE_FAMILY"
43468669,"2100 Leewood Blvd, Melbourne, FL 32935","Melbourne",FL,153000,1817,710,55.69,218,1070897,3,2,1961,"SINGLE_FAMILY"
92189185,"32 Grassy Lake Cir, Lake Placid, FL 33852","Lake Placid",FL,89000,1099,412,55.58,107,11618734,1,1,2017,"MANUFACTURED"
78005040,"2801 Woodlawn Ave, Moss Point, MS 39563","Moss Point",MS,119500,1435,553,55.51,155,4138768,3,3,1958,"SINGLE_FAMILY"
43079041,"3083 N Oakland Forest Drive #308, Oakland Park, FL 33309","Oakland Park",FL,182000,2385,839,55.35,39,F10519324,3,2,1986,"CONDO"
458018501,"120 Cottage St #A, Auburn, NY 13021","Auburn",NY,139900,1704,643,55.12,235,R1649619,2,1,2023,"TOWNHOUSE"
458018588,"120 Cottage St #B, Auburn, NY 13021","Auburn",NY,139900,1704,643,55.12,235,R1649620,2,1,2023,"TOWNHOUSE"
45505291,"16027 Tangelo Way, North Fort Myers, FL 33903","North Fort Myers",FL,119900,1651,543,54.38,94,225025417,2,2,1980,"MANUFACTURED"
68885091,"102 N 3910 W, Hurricane, UT 84737","Hurricane",UT,125000,1493,565,54.2,94,26-269792,2,2,1970,"MANUFACTURED"
54088552,"325 S 13th St, Slaton, TX 79364","Slaton",TX,150000,1734,677,54.15,182,202558459,5,3,1958,"SINGLE_FAMILY"
43686557,"7260 Woodstock St, Keystone Heights, FL 32656","Keystone Heights",FL,98900,1130,446,54.11,56,P4937595,2,2,1982,"MANUFACTURED"
22892147,"3204 Mountain View Mnr, Morgantown, WV 26501","Morgantown",WV,92500,1225,415,53.89,80,10163705,2,1,1967,"CONDO"
45770432,"808 53rd Ave E Lot 9, Bradenton, FL 34203","Bradenton",FL,125000,1613,560,53.75,24,A4681130,2,2,1975,"MANUFACTURED"
2075241655,"910 Tropic St, Titusville, FL 32796","Titusville",FL,199000,2246,891,53.72,244,1068776,3,2,1962,"SINGLE_FAMILY"
38614480,"100 228th St SE #19-B, Bothell, WA 98021","Bothell",WA,120000,1272,536,53.63,6,2499764,2,1,1975,"MANUFACTURED"
88275828,"15930 Turner St, Detroit, MI 48238","Detroit",MI,99800,1183,444,53.39,107,20251059219,6,2,1927,"MULTI_FAMILY"
516720,"4339 Barker St SE, Washington, DC 20019","Washington",DC,349900,3506,1551,53.21,64,DCDC2252760,3,1,1940,"SINGLE_FAMILY"
18825172,"77 Mill Rd, Redway, CA 95560","Redway",CA,170000,1872,752,53.08,149,270163,2,1,1970,"SINGLE_FAMILY"
2136730305,"707 E San Jacinto Ave, Crockett, TX 75835","Crockett",TX,100000,1151,441,52.94,77,26001354,4,2,1950,"MULTI_FAMILY"
26415773,"5318 Beryl Cv, San Antonio, TX 78242","San Antonio",TX,160000,1971,700,52.5,348,1931007,5,2,1979,"SINGLE_FAMILY"
2062217714,"1433 Cc Dr, Ashland, KY 41102","Ashland",KY,89000,973,387,52.23,6,25506616,1,1,2025,"SINGLE_FAMILY"
79225730,"3855 Giles Cir, Norfolk, VA 23513","Norfolk",VA,224000,2561,960,51.42,319,10626411,3,2,1946,"SINGLE_FAMILY"
88342092,"15011 Monte Vista St, Detroit, MI 48238","Detroit",MI,110000,1212,471,51.34,60,20261015347,3,1,1927,"SINGLE_FAMILY"
62865780,"2499 Eagleridge Ln, Cordova, TN 38016","Cordova",TN,449000,4869,1916,51.2,501,10217392,4,5,1987,"SINGLE_FAMILY"
904492,"1617 5th St NW, Birmingham, AL 35215","Birmingham",AL,135000,1436,570,50.71,63,21447313,3,2,1960,"SINGLE_FAMILY"
227333742,"116 Malcolm St, Ty Ty, GA 31795","Ty Ty",GA,118900,1236,502,50.67,10,141268,3,2,2018,"MANUFACTURED"
90755231,"507 W North St, Heber Springs, AR 72543","Heber Springs",AR,145000,1468,612,50.63,6,26004992,3,2,1971,"SINGLE_FAMILY"
456443270,"23002 W 1/2 Ave #D15, Lancaster, CA 93536","Lancaster",CA,324000,3437,1353,50.11,319,SR25194114,4,3,1985,"SINGLE_FAMILY"
109115582,"591 Featherston St, Waldron, AR 72958","Waldron",AR,79000,896,326,49.51,38,1328148,3,1,1950,"SINGLE_FAMILY"
319961264,"47 N Humble Ln, Ash Fork, AZ 86320","Ash Fork",AZ,194900,1930,804,49.5,34,1063657,1,1,2020,"SINGLE_FAMILY"
82770709,"12611 Fannin Pkwy, Tyler, TX 75708","Tyler",TX,125000,1352,510,48.98,88,26000534,3,2,1999,"MANUFACTURED"
2077367670,"0 Casas Dr, Unincorporated, TX 99999","Unincorporated",TX,110000,1237,447,48.81,108,911306,1,1,2017,"SINGLE_FAMILY"
87129434,"710 S Magnolia St, Palestine, TX 75801","Palestine",TX,225000,2569,915,48.81,367,21077000,5,3,1910,"SINGLE_FAMILY"
50413228,"1960 N Major Dr, Beaumont, TX 77713","Beaumont",TX,169000,1840,686,48.7,188,262284,4,2,0,"SINGLE_FAMILY"
42252590,"5057 Gill Rd, Memphis, TN 38109","Memphis",TN,109000,1211,441,48.51,94,10216831,4,1,1961,"SINGLE_FAMILY"
27372870,"1921 E San Antonio Ave, El Paso, TX 79901","El Paso",TX,134000,1402,540,48.4,64,927693,3,2,1912,"SINGLE_FAMILY"
211719688,"128 W Thompson Rd, Payson, AZ 85541","Payson",AZ,185000,1818,744,48.26,30,93760,1,1,1968,"MANUFACTURED"
88100894,"13763 Sparling St, Hamtramck, MI 48212","Hamtramck",MI,103900,1132,418,48.24,62,20251008729,3,1,1922,"SINGLE_FAMILY"
70126109,"710 Prince Williams St, Reidsville, NC 27320","Reidsville",NC,109900,1154,441,48.17,32,10081228,2,1,1935,"SINGLE_FAMILY"
113341864,"2107 Pearl St, Portsmouth, VA 23704","Portsmouth",VA,122900,1373,492,48.03,137,10611831,2,2,1939,"SINGLE_FAMILY"
61257715,"14518 Battery Bnd, North Fort Myers, FL 33917","North Fort Myers",FL,109900,1502,440,47.99,70,2025024335,2,2,1976,"MANUFACTURED"
10300456,"2044 E Wishart St, Philadelphia, PA 19134","Philadelphia",PA,145000,1537,579,47.91,108,PAPH2548026,3,1,1920,"TOWNHOUSE"
50748315,"4822 George Saenz Ln, Brownsville, TX 78521","Brownsville",TX,149900,1588,598,47.86,116,29768931,2,2,1973,"SINGLE_FAMILY"
2064423249,"0 E Broadway Avenue Lot 1 -- #-, Apache Junction, AZ 85119","Apache Junction",AZ,169000,1702,671,47.62,65,7005246,0,0,0,"LOT"
26275814,"318 Charcliff, San Antonio, TX 78220","San Antonio",TX,115000,1293,455,47.5,132,1891740,3,1,1952,"SINGLE_FAMILY"
15967660,"2056 Highway 154 #14, Santa Ynez, CA 93460","Santa Ynez",CA,349000,3576,1379,47.4,311,26000162,2,2,1977,"MANUFACTURED"
242809964,"308 Coffee St, Dequincy, LA 70633","Dequincy",LA,124500,1293,487,46.98,54,SWL25102386,3,2,2002,"SINGLE_FAMILY"
45616939,"1160 Tapley Trl, Tallahassee, FL 32311","Tallahassee",FL,199900,2199,782,46.97,301,394625,3,2,1981,"SINGLE_FAMILY"
88353277,"14024 Pembroke Ave, Detroit, MI 48235","Detroit",MI,124900,1416,488,46.87,175,20261023375,3,1,1951,"SINGLE_FAMILY"
126676930,"108 Hill St, Dowagiac, MI 49047","Dowagiac",MI,200000,2377,780,46.78,431,26008647,3,3,1900,"SINGLE_FAMILY"
88337120,"1915 Ewald Cir, Detroit, MI 48238","Detroit",MI,139700,1445,543,46.69,77,20251021380,3,2,1950,"SINGLE_FAMILY"
90245901,"707 N John St, Palestine, TX 75801","Palestine",TX,160000,1587,615,46.09,49,103232,3,3,1900,"MULTI_FAMILY"
16301248,"5315 Road 40, Alpaugh, CA 93201","Alpaugh",CA,145000,1465,555,45.96,59,202602538,2,1,1948,"SINGLE_FAMILY"
84471967,"548 Elmira Ave, New Orleans, LA 70114","New Orleans",LA,299000,2812,1144,45.92,23,2529680,2,2,1934,"SINGLE_FAMILY"
52079537,"2000 Bosque Blvd, Waco, TX 76707","Waco",TX,245000,2641,937,45.87,321,21128319,6,3,1914,"SINGLE_FAMILY"
52722984,"206 Commercial St, Edcouch, TX 78538","Edcouch",TX,99900,1200,381,45.75,186,496415,3,2,2016,"SINGLE_FAMILY"
62562972,"9 Santa Fe Dr, Tuscola, TX 79562","Tuscola",TX,245000,2577,933,45.7,260,21172541,3,3,1979,"SINGLE_FAMILY"
126988510,"608 W Alameda St, Roswell, NM 88203","Roswell",NM,105000,1085,397,45.38,31,20261806,2,1,0,"SINGLE_FAMILY"
42225442,"4518 Suncrest Dr, Memphis, TN 38127","Memphis",TN,79900,901,301,45.17,64,4136802,3,1,1959,"SINGLE_FAMILY"
2062140860,"1612 Katen Road, Ellensburg, WA 98926","Ellensburg",WA,184100,1840,692,45.08,109,2503172,0,0,0,"LOT"
232390164,"363 W Brazell St, Reidsville, GA 30453","Reidsville",GA,75000,818,280,44.86,25,10728331,3,1,1950,"SINGLE_FAMILY"
2074114576,"1736 Primrose Ln, Sebring, FL 33872","Sebring",FL,129900,1419,486,44.85,156,11686603,2,2,1999,"MANUFACTURED"
2058774512,"1428 Smythe Ave #58, Memphis, TN 38114","Memphis",TN,80000,899,298,44.77,64,10196660,2,1,1950,"SINGLE_FAMILY"
109122169,"30 Sequoyah Ridge Rd, Cherokee Village, AR 72529","Cherokee Village",AR,139000,1347,518,44.71,8,25035624,3,2,1991,"SINGLE_FAMILY"
1024575,"417 62nd St, Fairfield, AL 35064","Fairfield",AL,79900,888,297,44.66,55,21447689,2,1,1925,"SINGLE_FAMILY"
74099260,"1417 Gerry Dr, Jackson, MI 49202","Jackson",MI,182500,1871,677,44.54,162,26003692,3,3,1970,"SINGLE_FAMILY"
242826612,"406 W Velmer St, Dequincy, LA 70633","Dequincy",LA,124500,1253,461,44.41,41,SWL25102389,3,2,2002,"SINGLE_FAMILY"
52294990,"305 E Bradford St, Troup, TX 75789","Troup",TX,129995,1410,480,44.27,152,26000532,3,1,1922,"SINGLE_FAMILY"
442584583,"310 Coffee St, Dequincy, LA 70633","Dequincy",LA,124500,1268,455,43.88,61,SWL25102379,3,2,2002,"SINGLE_FAMILY"
42140337,"765 Grand St, Denver, TN 38114","Denver",TN,121900,1217,445,43.85,33,10218999,3,2,1912,"SINGLE_FAMILY"
72796327,"1950 Johnson St, Montgomery, AL 36110","Montgomery",AL,96500,989,352,43.73,21,583138,3,1,1948,"SINGLE_FAMILY"
2060890740,"1120 Barkentine Dr Lot 332, New Bern, NC 28560","New Bern",NC,149500,1485,543,43.58,70,10155720,0,0,0,"LOT"
28670435,"302 E Gertrude St, Crandall, TX 75114","Crandall",TX,119900,1527,435,43.53,363,21162926,2,1,1980,"SINGLE_FAMILY"
27191404,"1901 Sunset Hl, Rowlett, TX 75088","Rowlett",TX,435000,4431,1561,43.05,569,21213896,4,4,1997,"SINGLE_FAMILY"
104255489,"2439 Seameadows Dr, Perry, FL 32348","Perry",FL,138900,1429,498,43.04,110,384129,2,1,2022,"SINGLE_FAMILY"
10664735,"1020 Vine St, West Newton, PA 15089","West Newton",PA,220000,2202,788,42.98,151,11415604,4,3,1911,"SINGLE_FAMILY"
340043120,"3300 15th St W Space 383, Rosamond, CA 93560","Rosamond",CA,119900,1983,429,42.92,125,26665095,3,2,1976,"MANUFACTURED"
107129581,"503 N Logan St, Spencer, NE 68777","Spencer",NE,187500,1760,668,42.77,36,11540860,4,3,1910,"SINGLE_FAMILY"
105062709,"802 4th St, Pepin, WI 54759","Pepin",WI,155000,1494,552,42.76,43,7040677,2,1,1961,"MANUFACTURED"
50345653,"91 Orgain St, Beaumont, TX 77707","Beaumont",TX,143000,1596,509,42.7,246,263249,3,2,0,"SINGLE_FAMILY"
42849863,"3160 Holiday Springs Boulevard #7-104, Margate, FL 33063","Margate",FL,76999,1581,274,42.67,144,R11137849,1,2,1974,"CONDO"
93605,"308 6th Ave E, Oneonta, AL 35121","Oneonta",AL,140000,1406,497,42.57,83,21442714,3,2,1940,"SINGLE_FAMILY"
52825908,"2208 W Bogey Dr, Mission, TX 78572","Mission",TX,124000,1365,440,42.56,138,498165,2,2,2004,"MANUFACTURED"
1037461,"101 Livingston Ct, Bessemer, AL 35020","Bessemer",AL,117900,1234,418,42.53,97,21435147,4,2,1950,"SINGLE_FAMILY"
14921911,"42-B Elm St, Hampton, GA 30228","Hampton",GA,135000,1461,477,42.42,182,10703198,3,1,1959,"SINGLE_FAMILY"
